id,frame,x [nm],y [nm],z [nm],centroid [nm]
1,1,6141.1,4545.1,-435,670
2,1,1738.1,8721.9,-385,670
3,1,7451.8,9675.6,-375,670
4,1,6219.9,10118,-375,670
5,1,4482.9,8164.7,-335,670
6,1,889.77,8064.5,-325,670
7,1,8272.2,3957.4,-285,670
8,1,1116.7,6382.5,-285,670
9,1,4678.5,1076.4,-275,670
10,1,5180.7,3394.2,-275,670
11,1,2130.5,7751.3,-275,670
12,1,3111.5,9653.8,-265,670
13,1,5509.5,11919,-265,670
14,1,1589,6776.4,-255,670
15,1,3567.7,9208.2,-255,670
16,1,7217.3,2939.5,-245,670
17,1,5567.8,8943.1,-235,670
18,1,6134.4,1142,-215,670
19,1,2439.9,3060.1,-215,670
20,1,8592.3,5885.8,-215,670
21,1,1184,4206.5,-205,670
22,1,2572.1,7127.7,-205,670
23,1,4785.7,3662.4,-195,670
24,1,2590.4,6122.7,-195,670
25,1,3381.2,11753,-185,670
26,1,3274.9,1198,-175,670
27,1,3744.8,4039.4,-175,670
28,1,5189.2,4816.3,-175,670
29,1,2070.5,7502.3,-175,670
30,1,3010.3,8709.1,-175,670
31,1,6528.8,10185,-175,670
32,1,2891.3,10977,-175,670
33,1,7707.4,5827,-165,670
34,1,5384.6,12075,-165,670
35,1,5647.4,741.75,-155,670
36,1,6366.5,4157.7,-155,670
37,1,4190.2,5920,-145,670
38,1,6683.5,11567,-145,670
39,1,5787.5,2317.6,-135,670
40,1,3163,2437,-135,670
41,1,6417.6,6569.1,-135,670
42,1,2355.3,2676.8,-125,670
43,1,3489.4,2886,-125,670
44,1,3203.6,9986.9,-125,670
45,1,2208,11116,-125,670
46,1,5228.6,11819,-125,670
47,1,3584,2054.7,-115,670
48,1,1274.5,5853.3,-115,670
49,1,775.25,6639.4,-105,670
50,1,6872.4,8929.1,-105,670
51,1,2610.8,1975.3,-95,670
52,1,7252.6,2459.3,-95,670
53,1,4142.5,4873.3,-95,670
54,1,7131.6,6941.7,-95,670
55,1,8249.8,7811.9,-95,670
56,1,1220.6,7985.6,-95,670
57,1,5559.5,10018,-95,670
58,1,2541.7,4932,-85,670
59,1,4122.5,3156.4,-75,670
60,1,2893.7,6625.7,-65,670
61,1,1151.6,7284.8,-65,670
62,1,7904.3,8887.1,-65,670
63,1,5617.8,2197.7,-55,670
64,1,1846.2,3326.5,-55,670
65,1,3522.8,6923.7,-55,670
66,1,2264.5,8056.3,-55,670
67,1,5953.4,8084.1,-55,670
68,1,6352.2,1286,-45,670
69,1,2869.7,2519.6,-45,670
70,1,6711.4,3007.9,-45,670
71,1,1995.8,4095.3,-45,670
72,1,5622.4,5837.9,-45,670
73,1,2846.6,6183.2,-45,670
74,1,1124.3,6468.8,-45,670
75,1,2111,7327.6,-45,670
76,1,4734.5,11983,-45,670
77,1,3186,6088.7,-35,670
78,1,6634.7,6580.3,-35,670
79,1,2889.2,6904,-35,670
80,1,2087,7297.3,-35,670
81,1,4028.7,9145.8,-35,670
82,1,6518.1,10358,-35,670
83,1,5760.2,12135,-35,670
84,1,5073.3,2122.3,-25,670
85,1,7165.4,3210,-25,670
86,1,6997.9,4084.2,-25,670
87,1,3870.8,4098.7,-25,670
88,1,4351.8,8612.4,-25,670
89,1,6582,11384,-25,670
90,1,4306.1,11634,-25,670
91,1,7526.1,3030.5,-15,670
92,1,6973.1,3491.5,-15,670
93,1,3743.9,3538.5,-15,670
94,1,1437.8,4350.7,-15,670
95,1,5189.7,12909,-15,670
96,1,4029.7,1104,-5,670
97,1,4920,1534,-5,670
98,1,2101.8,2816.9,-5,670
99,1,5451.8,3006.5,-5,670
100,1,4555.1,6890.3,-5,670
101,1,5723.8,10755,-5,670
102,1,6190.7,12077,-5,670
103,1,7008,4487.3,5,670
104,1,7679.3,6212.2,5,670
105,1,4507.9,6271.8,5,670
106,1,2053.1,7632,5,670
107,1,7360.2,9780.9,5,670
108,1,5474.7,1063.6,15,670
109,1,3643.9,1324.1,15,670
110,1,4747.3,3560.8,15,670
111,1,3972.5,3910.2,25,670
112,1,5298.6,6189,25,670
113,1,4571.5,11867,25,670
114,1,3707.1,12104,25,670
115,1,3787.6,1858.1,35,670
116,1,6342.5,3190.1,35,670
117,1,8463.9,5158.8,35,670
118,1,2199.5,2831.5,45,670
119,1,5836.9,3467.7,45,670
120,1,1348.4,5680.7,45,670
121,1,6506.7,11924,45,670
122,1,5009.9,2881.4,55,670
123,1,6757.4,4342.6,55,670
124,1,5059.1,3136.2,65,670
125,1,3429.2,6936,65,670
126,1,7527.4,9768.2,65,670
127,1,7656.4,10080,65,670
128,1,3495,10828,65,670
129,1,4838.5,1165.7,75,670
130,1,5364.9,1533.2,75,670
131,1,2800.4,5276.8,75,670
132,1,3779.7,6197,75,670
133,1,5990.4,12115,75,670
134,1,2422.6,5071,85,670
135,1,7651.1,6513.6,85,670
136,1,1762.6,8287.7,85,670
137,1,3808.7,8986.7,85,670
138,1,5301.9,1276.4,95,670
139,1,2625.4,2374.7,95,670
140,1,7722.9,7088.6,95,670
141,1,7001.1,7662,95,670
142,1,6305,7894.1,95,670
143,1,3917.1,10317,95,670
144,1,2123.9,3447.2,105,670
145,1,4486.9,10345,105,670
146,1,2615.9,11791,115,670
147,1,8327.3,6690.4,125,670
148,1,7619.4,9879.3,125,670
149,1,8141.9,9037.4,135,670
150,1,6150.3,2860.3,145,670
151,1,5990.3,4472.4,145,670
152,1,2504.6,4848.1,145,670
153,1,4035,5685.8,145,670
154,1,5617.2,8952.5,145,670
